,BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts
373,300534062025520,2023,13,00,52.5423,52.5423,80.94008,-149.86280,1028.30,-17.50
374,300534062025520,2023,14,00,52.5836,52.5836,80.93981,-149.84400,1029.00,-17.50
375,300534062025520,2023,15,00,52.6254,52.6254,80.93974,-149.82577,1029.60,-17.50
376,300534062025520,2023,16,00,52.6670,52.6670,80.94001,-149.80793,1030.00,-17.50
377,300534062025520,2023,17,00,52.7086,52.7086,80.94071,-149.79218,1030.20,-17.50
378,300534062025520,2023,18,00,52.7506,52.7506,80.94169,-149.78086,1030.40,-17.50
379,300534062025520,2023,19,00,52.7920,52.7920,80.94306,-149.77117,1030.70,-17.50
380,300534062025520,2023,20,00,52.8336,52.8336,80.94473,-149.76025,1030.70,-17.50
381,300534062025520,2023,21,00,52.8753,52.8753,80.94655,-149.74965,1030.90,-17.50
382,300534062025520,2023,22,00,52.9173,52.9173,80.94888,-149.73568,1030.80,-17.50
383,300534062025520,2023,23,00,52.9586,52.9586,80.95106,-149.72842,1030.60,-17.50
